Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,TISSUE,Avg_Spot_Len (run),Mbases (run),Mbytes (run),Raw_reads (run)
SRR6123065,WGS,50,255947300,PRJNA408137,SAMN07675641,Plant,91413476,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_488,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235793,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00146,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_488,SRP119212,leaf,50,261,149,5118946
SRR6123066,WGS,50,121829450,PRJNA408137,SAMN07675640,Plant,43520344,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_487,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235792,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00145,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_487,SRP119212,leaf,50,124,71,2436589
SRR6123067,WGS,50,200688450,PRJNA408137,SAMN07675643,Plant,71991715,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_494,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235791,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00148,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_494,SRP119212,leaf,50,211,116,4013769
SRR6123068,WGS,50,129389800,PRJNA408137,SAMN07675642,Plant,46525554,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_493,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235790,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00147,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_493,SRP119212,leaf,50,205,75,3258626
SRR6123069,WGS,50,579679400,PRJNA408137,SAMN07675625,Plant,206121163,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_460,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235789,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00130,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_460,SRP119212,leaf,50,186,335,11593588
SRR6123070,WGS,50,197153700,PRJNA408137,SAMN07675624,Plant,70194839,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_459,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235788,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00129,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_459,SRP119212,leaf,50,139,115,3943074
SRR6123071,WGS,50,188069700,PRJNA408137,SAMN07675619,Plant,66656610,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_449,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235787,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00124,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_449,SRP119212,leaf,50,246,109,3761394
SRR6123072,WGS,50,182303750,PRJNA408137,SAMN07675618,Plant,64907316,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_439,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235786,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00123,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_439,SRP119212,leaf,50,254,106,5034026
SRR6123073,WGS,50,237684650,PRJNA408137,SAMN07675617,Plant,84913631,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_435,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235785,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00122,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_435,SRP119212,leaf,50,225,139,4753693
SRR6123074,WGS,50,241559350,PRJNA408137,SAMN07675616,Plant,86170277,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_433,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235784,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00121,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_433,SRP119212,leaf,50,202,141,4831187
SRR6123075,WGS,50,182694650,PRJNA408137,SAMN07675623,Plant,65158626,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_456,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235783,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00128,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_456,SRP119212,leaf,50,201,107,3653893
SRR6123076,WGS,50,135808850,PRJNA408137,SAMN07675622,Plant,48385615,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_454,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235782,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00127,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_454,SRP119212,leaf,50,183,79,2716177
SRR6123077,WGS,50,197521600,PRJNA408137,SAMN07675621,Plant,70261739,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_452,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235781,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00126,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_452,SRP119212,leaf,50,192,115,3950432
SRR6123078,WGS,50,179026950,PRJNA408137,SAMN07675620,Plant,63863583,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_450,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235780,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00125,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_450,SRP119212,leaf,50,242,104,3580539
SRR6123079,WGS,50,197318400,PRJNA408137,SAMN07675521,Plant,71072323,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_060,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235779,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00026,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_060,SRP119212,leaf,50,248,115,3946368
SRR6123080,WGS,50,245663650,PRJNA408137,SAMN07675520,Plant,88387011,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_058,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235778,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00025,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_058,SRP119212,leaf,50,233,143,4913273
SRR6123081,WGS,50,227215250,PRJNA408137,SAMN07675523,Plant,81749860,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_064,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235777,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00028,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_064,SRP119212,leaf,50,229,133,4544305
SRR6123082,WGS,50,226404850,PRJNA408137,SAMN07675522,Plant,81672042,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_062,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235776,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00027,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_062,SRP119212,leaf,50,278,133,4528097
SRR6123083,WGS,50,224936400,PRJNA408137,SAMN07675517,Plant,81174976,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_045,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235775,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00022,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_045,SRP119212,leaf,50,256,131,4498728
SRR6123084,WGS,50,272610700,PRJNA408137,SAMN07675516,Plant,97997825,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_044,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235774,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00021,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_044,SRP119212,leaf,50,261,159,5452214
SRR6123085,WGS,50,235330000,PRJNA408137,SAMN07675519,Plant,85148034,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_048,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235773,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00024,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_048,SRP119212,leaf,50,159,138,4706600
SRR6123086,WGS,50,230977950,PRJNA408137,SAMN07675518,Plant,83583138,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_046,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235772,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00023,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_046,SRP119212,leaf,50,267,136,4619559
SRR6123087,WGS,50,272764200,PRJNA408137,SAMN07675525,Plant,97571329,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_072,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235771,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00030,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_072,SRP119212,leaf,50,240,159,5455284
SRR6123088,WGS,50,249914750,PRJNA408137,SAMN07675524,Plant,90163678,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_065,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235770,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00029,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_065,SRP119212,leaf,50,236,147,4998295
SRR6123089,WGS,50,237796000,PRJNA408137,SAMN07675571,Plant,85354646,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_269,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235769,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00076,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_269,SRP119212,leaf,50,217,139,4755920
SRR6123090,WGS,51,820451229,PRJNA408137,SAMN07675665,Plant,304071551,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_1157,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235768,Peru,South America,Peru,Illumina HiSeq 4000,FRAG01521,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_1157,SRP119212,leaf,50,837,600,16087279
SRR6123091,WGS,51,1062280683,PRJNA408137,SAMN07675664,Plant,390714796,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_1190,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235767,Peru,South America,Peru,Illumina HiSeq 4000,FRAG01520,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_1190,SRP119212,leaf,50,1083,770,20829033
SRR6123092,WGS,51,2754342414,PRJNA408137,SAMN07675665,Plant,1011703028,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_1157,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235766,Peru,South America,Peru,Illumina HiSeq 4000,FRAG01517,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_1157,SRP119212,leaf,50,2808,1959,54006714
SRR6123093,WGS,51,2647241343,PRJNA408137,SAMN07675664,Plant,967396759,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_1190,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235765,Peru,South America,Peru,Illumina HiSeq 4000,FRAG01516,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_1190,SRP119212,leaf,50,2699,1875,51906693
SRR6123094,WGS,51,894607881,PRJNA408137,SAMN07675663,Plant,328490273,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_1180,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235764,Peru,South America,Peru,Illumina HiSeq 4000,FRAG01519,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_1180,SRP119212,leaf,50,912,649,17541331
SRR6123095,WGS,51,864241257,PRJNA408137,SAMN07675662,Plant,317016435,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_1192,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235763,Peru,South America,Peru,Illumina HiSeq 4000,FRAG01518,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_1192,SRP119212,leaf,50,881,627,16945907
SRR6123096,WGS,51,807018492,PRJNA408137,SAMN07675661,Plant,298833259,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_1160,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235762,Peru,South America,Peru,Illumina HiSeq 4000,FRAG01505,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_1160,SRP119212,leaf,50,823,589,15823892
SRR6123097,WGS,51,565121871,PRJNA408137,SAMN07675660,Plant,209954033,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_1196,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235761,Peru,South America,Peru,Illumina HiSeq 4000,FRAG01504,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_1196,SRP119212,leaf,50,576,416,11080821
SRR6123098,WGS,51,2184333060,PRJNA408137,SAMN07675663,Plant,810105673,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_1180,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235760,Peru,South America,Peru,Illumina HiSeq 4000,FRAG01515,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_1180,SRP119212,leaf,50,2227,1584,42830060
SRR6123099,WGS,51,2338670280,PRJNA408137,SAMN07675662,Plant,861939488,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_1192,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235759,Peru,South America,Peru,Illumina HiSeq 4000,FRAG01514,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_1192,SRP119212,leaf,50,2385,1674,45856280
SRR6123100,WGS,50,253044200,PRJNA408137,SAMN07675592,Plant,89535541,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_313,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235758,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00097,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_313,SRP119212,leaf,50,188,147,5060884
SRR6123101,WGS,50,232052200,PRJNA408137,SAMN07675593,Plant,82689393,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_349,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235757,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00098,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_349,SRP119212,leaf,50,193,135,4641044
SRR6123102,WGS,50,189868050,PRJNA408137,SAMN07675590,Plant,68073285,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_309,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235756,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00095,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_309,SRP119212,leaf,50,169,111,3797361
SRR6123103,WGS,50,199584850,PRJNA408137,SAMN07675591,Plant,71186128,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_311,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235755,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00096,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_311,SRP119212,leaf,50,200,117,3991697
SRR6123104,WGS,50,193497450,PRJNA408137,SAMN07675588,Plant,69309975,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_306,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235754,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00093,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_306,SRP119212,leaf,50,202,113,3869949
SRR6123105,WGS,50,191851350,PRJNA408137,SAMN07675589,Plant,68349464,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_308,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235753,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00094,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_308,SRP119212,leaf,50,205,112,3837027
SRR6123106,WGS,50,184483050,PRJNA408137,SAMN07675586,Plant,66122227,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_304,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235752,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00091,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_304,SRP119212,leaf,50,4,108,3689661
SRR6123107,WGS,50,188729500,PRJNA408137,SAMN07675587,Plant,67912167,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_305,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235751,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00092,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_305,SRP119212,leaf,50,5,111,3774590
SRR6123108,WGS,50,233075600,PRJNA408137,SAMN07675594,Plant,83230689,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_361,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235750,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00099,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_361,SRP119212,leaf,50,197,136,6092825
SRR6123109,WGS,50,187013950,PRJNA408137,SAMN07675595,Plant,66954282,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_363,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235749,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00100,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_363,SRP119212,leaf,50,196,110,3740279
SRR6123110,WGS,50,261869200,PRJNA408137,SAMN07675512,Plant,93632891,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_037,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235748,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00017,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_037,SRP119212,leaf,50,187,152,5237384
SRR6123111,WGS,50,156220350,PRJNA408137,SAMN07675513,Plant,56778669,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_041,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235747,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00018,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_041,SRP119212,leaf,50,276,90,3124407
SRR6123112,WGS,50,255529550,PRJNA408137,SAMN07675510,Plant,92001754,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_030,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235746,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00015,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_030,SRP119212,leaf,50,210,150,5110591
SRR6123113,WGS,50,251112600,PRJNA408137,SAMN07675511,Plant,90140914,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_034,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235745,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00016,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_034,SRP119212,leaf,50,202,146,5022252
SRR6123114,WGS,50,296221950,PRJNA408137,SAMN07675508,Plant,105998552,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_028,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235744,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00013,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_028,SRP119212,leaf,50,302,172,5924439
SRR6123115,WGS,50,227972550,PRJNA408137,SAMN07675509,Plant,82280461,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_029,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235743,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00014,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_029,SRP119212,leaf,50,254,134,4559451
SRR6123116,WGS,50,183447050,PRJNA408137,SAMN07675506,Plant,66203649,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_026,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235742,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00011,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_026,SRP119212,leaf,50,255,108,3668941
SRR6123117,WGS,50,270893800,PRJNA408137,SAMN07675507,Plant,97133487,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_027,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235741,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00012,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_027,SRP119212,leaf,50,263,158,5417876
SRR6123118,WGS,50,228811850,PRJNA408137,SAMN07675514,Plant,82647212,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_042,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235740,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00019,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_042,SRP119212,leaf,50,302,134,4576237
SRR6123119,WGS,50,243370400,PRJNA408137,SAMN07675515,Plant,87709823,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_043,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235739,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00020,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_043,SRP119212,leaf,50,233,142,4867408
SRR6123120,WGS,50,223979800,PRJNA408137,SAMN07675570,Plant,80587782,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_268,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235738,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00075,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_268,SRP119212,leaf,50,284,130,4479596
