Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_description,Sample_ID,Sample Name,SRA Study,subgroup,TISSUE
SRR5349615,WGS,250,6901374000,PRJNA378971,SAMN06564706,Plant,3452730825,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 473385,SRX2646033,Peru,South America,"Peru: Pisac\, Cusco area\, Peru",Illumina HiSeq 2500,NA,PDP_AW,PAIRED,RANDOM,GENOMIC,Solanum sparsipilum,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AW; PI 473385, brevicaule - sparsipilum, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 473385,PDP_AW,SRP102000,brevicaule spp complex,immature whole leaf
SRR5349616,WGS,250,6426523500,PRJNA378971,SAMN06564705,Plant,3202966950,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 473305,SRX2646034,Argentina,South America,"Argentina: Piscuno\, Jujuy area\, Argentina",Illumina HiSeq 2500,NA,PDP_AV,PAIRED,RANDOM,GENOMIC,Solanum vernei,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AV; PI 473305, vernei, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 473305,PDP_AV,SRP102000,NA,immature whole leaf
SRR5349617,WGS,250,7347565750,PRJNA378971,SAMN06564704,Plant,3708426958,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 473065,SRX2646035,Argentina,South America,"Argentina: El Rodeo\, Salta area\, Argentina",Illumina HiSeq 2500,NA,PDP_AU,PAIRED,RANDOM,GENOMIC,Solanum gourlayi,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AU; PI 473065, brevicaule - gourlayi, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 473065,PDP_AU,SRP102000,brevicaule spp complex,immature whole leaf
SRR5349618,WGS,250,7121494000,PRJNA378971,SAMN06564703,Plant,3535515234,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 472978,SRX2646036,Argentina,South America,"Argentina: El Potrero\, Salta area\, Argentina",Illumina HiSeq 2500,NA,PDP_AT,PAIRED,RANDOM,GENOMIC,Solanum spegazzinii,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AT; PI 472978, brevicaule - spegazzinii, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 472978,PDP_AT,SRP102000,brevicaule spp complex,immature whole leaf
SRR5349619,WGS,250,6481282750,PRJNA378971,SAMN06564702,Plant,3189382305,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 458368,SRX2646037,Argentina,South America,"Argentina: Cuesta del Obispo\, Salta area\, Argentina",Illumina HiSeq 2500,NA,PDP_AS,PAIRED,RANDOM,GENOMIC,Solanum okadae,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AS; PI 458368, okadae, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 458368,PDP_AS,SRP102000,NA,immature whole leaf
SRR5349620,WGS,250,7565255000,PRJNA378971,SAMN06564701,Plant,3714080100,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 458365,SRX2646038,Argentina,South America,"Argentina: Quebrada de la Soledad\, Salta area\, Argentina",Illumina HiSeq 2500,NA,PDP_AR,PAIRED,RANDOM,GENOMIC,Solanum berthaultii,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AR; PI 458365, berthaultii, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 458365,PDP_AR,SRP102000,NA,immature whole leaf
SRR5349621,WGS,250,6541613750,PRJNA378971,SAMN06564700,Plant,3223104651,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 458355,SRX2646039,Argentina,South America,"Argentina: El Durazno\, Jujuy area\, Argentina",Illumina HiSeq 2500,NA,PDP_AQ,PAIRED,RANDOM,GENOMIC,Solanum microdontum,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AQ; PI 458355, microdontum, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 458355,PDP_AQ,SRP102000,NA,immature whole leaf
SRR5349622,WGS,250,6610842500,PRJNA378971,SAMN06564699,Plant,3258223900,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 458324,SRX2646040,Argentina,South America,"Argentina: Quebrada de Sepulturas\, Jujuy area\, Argentina",Illumina HiSeq 2500,NA,PDP_AP,PAIRED,RANDOM,GENOMIC,Solanum infundibuliforme,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AP; PI 458324, infundibuliforme, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 458324,PDP_AP,SRP102000,NA,immature whole leaf
SRR5349623,WGS,250,7679100000,PRJNA378971,SAMN06564698,Plant,3780914905,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 365344,SRX2646041,Peru,South America,"Peru: Huancayo\, Junin area\, Peru",Illumina HiSeq 2500,NA,PDP_AO,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AO; PI 365344, stenotomum, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 365344,PDP_AO,SRP102000,Stenotomum,immature whole leaf
SRR5349624,WGS,250,7525573250,PRJNA378971,SAMN06564697,Plant,3769920822,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 320355,SRX2646042,Colombia,South America,"Colombia: Guachuacal\, Narino area\, Colombia",Illumina HiSeq 2500,NA,PDP_AN,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AN; PI 320355, phureja, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 320355,PDP_AN,SRP102000,Phureja,immature whole leaf
SRR5349625,WGS,250,5583944250,PRJNA378971,SAMN06564696,Plant,2769399110,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 296126,SRX2646043,Peru,South America,"Peru: Sacsahuaman\, Cusco area\, Peru",Illumina HiSeq 2500,NA,PDP_AM,PAIRED,RANDOM,GENOMIC,Solanum raphanifolium,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AM; PI 296126, raphanifolium, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 296126,PDP_AM,SRP102000,NA,immature whole leaf
SRR5349626,WGS,250,5230634250,PRJNA378971,SAMN06564695,Plant,2598080896,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 292110,SRX2646044,Peru,South America,"Peru: Huanuco\, Huanuco area\, Peru",Illumina HiSeq 2500,NA,PDP_AL,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AL; PI 292110, stenotomum, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 292110,PDP_AL,SRP102000,Stenotomum,immature whole leaf
SRR5349627,WGS,250,6322130000,PRJNA378971,SAMN06564694,Plant,3141288132,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 275139,SRX2646045,Argentina,South America,"Argentina: Between Chicoana and Escoipe\, Salta area\, Argentina",Illumina HiSeq 2500,NA,PDP_AK,PAIRED,RANDOM,GENOMIC,Solanum chacoense,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AK; PI 275139, chacoense, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 275139,PDP_AK,SRP102000,NA,immature whole leaf
SRR5349628,WGS,250,4140164250,PRJNA378971,SAMN06564693,Plant,2033027920,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 265872,SRX2646046,Peru,South America,"Peru: Canta\, Lima area\, Peru",Illumina HiSeq 2500,NA,PDP_AJ,PAIRED,RANDOM,GENOMIC,Solanum medians,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AJ; PI 265872, medians, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 265872,PDP_AJ,SRP102000,NA,immature whole leaf
SRR5349629,WGS,250,6408810250,PRJNA378971,SAMN06564692,Plant,3061376935,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 265863,SRX2646047,Peru,South America,"Peru: Puno\, Peru",Illumina HiSeq 2500,NA,PDP_AI,PAIRED,RANDOM,GENOMIC,Solanum candolleanum,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AI; PI 265863, candolleanum - bukasovii, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 265863,PDP_AI,SRP102000,NA,immature whole leaf
SRR5349630,WGS,250,5064195250,PRJNA378971,SAMN06564691,Plant,2495997438,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 243469,SRX2646048,Peru,South America,"Peru: Abancay\, Apurimac area\, Peru",Illumina HiSeq 2500,NA,PDP_AH,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AH; PI 243469, phureja, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 243469,PDP_AH,SRP102000,Phureja,immature whole leaf
SRR5349631,WGS,250,5764728250,PRJNA378971,SAMN06564690,Plant,2780095704,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 234013,SRX2646049,Bolivia,South America,"Bolivia: Donated by Ministerio de Agricultura in Cochabamba\, Local variety ""Thanta Guagua""",Illumina HiSeq 2500,NA,PDP_AG,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AG; PI 234013, stenotomum, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 234013,PDP_AG,SRP102000,Stenotomum,immature whole leaf
SRR5349632,WGS,250,6349585250,PRJNA378971,SAMN06564689,Plant,3061539761,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 234011,SRX2646050,Bolivia,South America,"Bolivia: Donated by Ministerio de Agricultura in Cochabamba\, Local variety ""Pitu Huayacka""",Illumina HiSeq 2500,NA,PDP_AF,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AF; PI 234011, stenotomum, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 234011,PDP_AF,SRP102000,Stenotomum,immature whole leaf
SRR5349633,WGS,250,8063884750,PRJNA378971,SAMN06564688,Plant,3891035148,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 230512,SRX2646051,Peru,South America,"Peru: Chachapoyas\, Amazonas area\, Peru",Illumina HiSeq 2500,NA,PDP_AE,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AE; PI 230512, stenotomum, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 230512,PDP_AE,SRP102000,Stenotomum,immature whole leaf
SRR5349634,WGS,250,7500984000,PRJNA378971,SAMN06564687,Plant,3615051197,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 225710,SRX2646052,Colombia,South America,"Colombia: Munchique\, Cauca area\, Colombia",Illumina HiSeq 2500,NA,PDP_AD,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AD; PI 225710, phureja, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 225710,PDP_AD,SRP102000,Phureja,immature whole leaf
SRR5349635,WGS,250,6132896250,PRJNA378971,SAMN06564686,Plant,3004105263,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 210044,SRX2646053,Peru,South America,"Peru: Huancayo\, Junin area\, Peru",Illumina HiSeq 2500,NA,PDP_AC,PAIRED,RANDOM,GENOMIC,Solanum candolleanum,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AC; PI 210044, candolleanum - multidissectum, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 210044,PDP_AC,SRP102000,NA,immature whole leaf
SRR5349636,WGS,250,5526127500,PRJNA378971,SAMN06564685,Plant,2660324005,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 195204,SRX2646054,Peru,South America,"Peru: Paucartambo\, Cusco area\, Peru",Illumina HiSeq 2500,NA,PDP_AB,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AB; PI 195204, stenotomum, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 195204,PDP_AB,SRP102000,Stenotomum,immature whole leaf
SRR5349637,WGS,250,6174375750,PRJNA378971,SAMN06564684,Plant,3025614664,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 195191,SRX2646055,Ecuador,South America,"Ecuador: Puellaro\, Pichincha area\, Ecuador",Illumina HiSeq 2500,NA,PDP_AA,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"PDP_AA; PI 195191, phureja, 2x, leaf tissue - genomic DNA sheared to 500bp",PI 195191,PDP_AA,SRP102000,Phureja,immature whole leaf
SRR5349638,WGS,300,10766548200,PRJNA378971,SAMN06564622,Plant,6437286711,MICHIGAN STATE UNIVERSITY,public,Superior,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,no,SRX2646056,USA,North America,USA: breeding program (in vitro clone),Illumina HiSeq 2500,NA,NPV_FT,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"Superior tuberosum, 4x, leaf tissue - genomic DNA sheared to 500bp",Superior,NPV_FT,SRP102000,Tuberosum,immature whole leaf
SRR5349639,AMPLICON,500,9510000,PRJNA378971,SAMN06564683,Plant,5014811,MICHIGAN STATE UNIVERSITY,public,RH,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,NA,SRX2646058,Netherlands,Europe,Netherlands: Wageningen research program,Illumina MiSeq,NA,MatLo_CH,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_CH; S. tuberosum, RH, 4 week old plants, Immature Leaves",RH,MatLo_CH,SRP102000,Tuberosum,immature whole leaf
SRR5349640,AMPLICON,500,10770000,PRJNA378971,SAMN06564682,Plant,5517192,MICHIGAN STATE UNIVERSITY,public,Yukon Gold,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,NA,SRX2646059,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_CG,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_CG; S. tuberosum, Yukon Gold, 4 week old plants, Immature Leaves",Yukon Gold,MatLo_CG,SRP102000,Tuberosum,immature whole leaf
SRR5349641,AMPLICON,500,10880000,PRJNA378971,SAMN06564681,Plant,5769638,MICHIGAN STATE UNIVERSITY,public,Superior,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,NA,SRX2646060,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_CF,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_CF; S. tuberosum, Superior, 4 week old plants, Immature Leaves",Superior,MatLo_CF,SRP102000,Tuberosum,immature whole leaf
SRR5349642,AMPLICON,500,12284000,PRJNA378971,SAMN06564680,Plant,6493646,MICHIGAN STATE UNIVERSITY,public,Spunta,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,NA,SRX2646061,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_CE,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_CE; S. tuberosum, Spunta, 4 week old plants, Immature Leaves",Spunta,MatLo_CE,SRP102000,Tuberosum,immature whole leaf
SRR5349643,AMPLICON,500,10036500,PRJNA378971,SAMN06564679,Plant,5278425,MICHIGAN STATE UNIVERSITY,public,Snowden,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,NA,SRX2646062,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_CD,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_CD; S. tuberosum, Snowden, 4 week old plants, Immature Leaves",Snowden,MatLo_CD,SRP102000,Tuberosum,immature whole leaf
SRR5349644,AMPLICON,500,12095500,PRJNA378971,SAMN06564678,Plant,6150340,MICHIGAN STATE UNIVERSITY,public,SierraGold,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,NA,SRX2646063,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_CC,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_CC; S. tuberosum, Sierra Gold, 4 week old plants, Immature Leaves",SierraGold,MatLo_CC,SRP102000,Tuberosum,immature whole leaf
SRR5349645,AMPLICON,500,11944000,PRJNA378971,SAMN06564677,Plant,6199536,MICHIGAN STATE UNIVERSITY,public,Shepody,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,NA,SRX2646064,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_CB,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_CB; S. tuberosum, Shepody, 4 week old plants, Immature Leaves",Shepody,MatLo_CB,SRP102000,Tuberosum,immature whole leaf
SRR5349646,AMPLICON,500,7575000,PRJNA378971,SAMN06564676,Plant,4030817,MICHIGAN STATE UNIVERSITY,public,Russet Norkotah,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,NA,SRX2646065,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_CA,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_CA; S. tuberosum, Russet Norkotah, 4 week old plants, Immature Leaves",Russet Norkotah,MatLo_CA,SRP102000,Tuberosum,immature whole leaf
SRR5349647,AMPLICON,500,6322000,PRJNA378971,SAMN06564675,Plant,3269336,MICHIGAN STATE UNIVERSITY,public,Russet Burbank,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,NA,SRX2646066,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_BZ,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BZ; S. tuberosum, Russet Burbank, 4 week old plants, Immature Leaves",Russet Burbank,MatLo_BZ,SRP102000,Tuberosum,immature whole leaf
SRR5349648,AMPLICON,500,6162500,PRJNA378971,SAMN06564674,Plant,3194109,MICHIGAN STATE UNIVERSITY,public,Rio Grande Russet,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,NA,SRX2646067,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_BY,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BY; S. tuberosum, Rio Grande Russet, 4 week old plants, Immature Leaves",Rio Grande Russet,MatLo_BY,SRP102000,Tuberosum,immature whole leaf
SRR5349649,AMPLICON,500,6896500,PRJNA378971,SAMN06564673,Plant,3598443,MICHIGAN STATE UNIVERSITY,public,Purple Majesty,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,NA,SRX2646068,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_BX,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BX; S. tuberosum, Purple Majesty, 4 week old plants, Immature Leaves",Purple Majesty,MatLo_BX,SRP102000,Tuberosum,immature whole leaf
SRR5349650,AMPLICON,500,7449000,PRJNA378971,SAMN06564672,Plant,3866643,MICHIGAN STATE UNIVERSITY,public,Premier Russet,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,NA,SRX2646069,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_BW,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BW; S. tuberosum, Premier Russet, 4 week old plants, Immature Leaves",Premier Russet,MatLo_BW,SRP102000,Tuberosum,immature whole leaf
SRR5349651,AMPLICON,500,6461500,PRJNA378971,SAMN06564671,Plant,3349459,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 607886,SRX2646070,Peru,South America,"Peru: Paruro\, Cusco area\, Peru",Illumina MiSeq,NA,MatLo_BV,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BV; S. tuberosum, 607886, 4 week old plants, Immature Leaves",PI 607886,MatLo_BV,SRP102000,Andigena,immature whole leaf
SRR5349652,AMPLICON,500,7601500,PRJNA378971,SAMN06564670,Plant,4024794,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 558142,SRX2646071,Argentina,South America,"Argentina: Jujuy\, Jujuy area\, Argentina",Illumina MiSeq,NA,MatLo_BU,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BU; S. tuberosum, 558142, 4 week old plants, Immature Leaves",PI 558142,MatLo_BU,SRP102000,Andigena,immature whole leaf
SRR5349653,AMPLICON,500,5236500,PRJNA378971,SAMN06564669,Plant,2871846,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 558050,SRX2646072,Argentina,South America,Argentina,Illumina MiSeq,NA,MatLo_BT,PAIRED,PCR,GENOMIC,Solanum commersonii,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BT; S. commersonii, 558050, 4 week old plants, Immature Leaves",PI 558050,MatLo_BT,SRP102000,NA,immature whole leaf
SRR5349654,AMPLICON,500,8203500,PRJNA378971,SAMN06564668,Plant,4366590,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 546023,SRX2646073,Bolivia,South America,"Bolivia: Sacaca\, Potosi area\, Bolivia",Illumina MiSeq,NA,MatLo_BS,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BS; S. tuberosum, 546023, 4 week old plants, Immature Leaves",PI 546023,MatLo_BS,SRP102000,Andigena,immature whole leaf
SRR5349655,AMPLICON,500,7300500,PRJNA378971,SAMN06564667,Plant,3912184,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 546000,SRX2646074,Bolivia,South America,"Bolivia: Prov. Azurduy\, Chuquisaca\, Bolivia",Illumina MiSeq,NA,MatLo_BR,PAIRED,PCR,GENOMIC,Solanum boliviense,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BR; S. boliviense, 546000, 4 week old plants, Immature Leaves",PI 546000,MatLo_BR,SRP102000,NA,immature whole leaf
SRR5349656,AMPLICON,500,7101500,PRJNA378971,SAMN06564666,Plant,3715953,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 545987,SRX2646075,Bolivia,South America,"Bolivia: Prov. Ibanes near Sacaca\, Potosi area\, Bolivia",Illumina MiSeq,NA,MatLo_BQ,PAIRED,PCR,GENOMIC,Solanum leptophyes,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BQ; S. brevicaule, 545987, 4 week old plants, Immature Leaves",PI 545987,MatLo_BQ,SRP102000,brevicaule spp complex,immature whole leaf
SRR5349657,AMPLICON,500,7577000,PRJNA378971,SAMN06564665,Plant,3956090,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 545964,SRX2646076,Bolivia,South America,"Bolivia: Near Potosi\, Bolivia",Illumina MiSeq,NA,MatLo_BP,PAIRED,PCR,GENOMIC,Solanum boliviense,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BP; S. boliviense, 545964, 4 week old plants, Immature Leaves",PI 545964,MatLo_BP,SRP102000,NA,immature whole leaf
SRR5349658,AMPLICON,500,9165000,PRJNA378971,SAMN06564664,Plant,4850689,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 498359,SRX2646077,Argentina,South America,"Argentina: Quebrada Antecristo\, San Juan area\, Argentina",Illumina MiSeq,NA,MatLo_BO,PAIRED,PCR,GENOMIC,Solanum kurtzianum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BO; S. kurtzianum, 498359, 4 week old plants, Immature Leaves",PI 498359,MatLo_BO,SRP102000,NA,immature whole leaf
