Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,TISSUE,TREATMENT
SRR8325697,WGS,101,835134660,PRJNA510212,SAMN10600178,Plant,309074008,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137485,USA,North America,USA,Illumina HiSeq 4000,proto_regen_12,MFRAG_00029,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,Plant_12,SRP173533,leaf,protoplast_regenerated
SRR8325698,WGS,101,936863779,PRJNA510212,SAMN10600188,Plant,348518869,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137484,USA,North America,USA,Illumina HiSeq 4000,proto_regen_98,MFRAG_00026,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,Plant_98,SRP173533,leaf,protoplast_regenerated
SRR8325699,WGS,101,1450572201,PRJNA510212,SAMN10600180,Plant,527757655,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137483,USA,North America,USA,Illumina HiSeq 4000,proto_regen_43,MFRAG_00027,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,Plant_43,SRP173533,leaf,protoplast_regenerated
SRR8325700,WGS,300,1021289700,PRJNA510212,SAMN10600213,Plant,305746820,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137482,USA,North America,USA,Illumina NovaSeq 6000,stem_explant_regen_20,KFRAG_01473,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,PSK_20,SRP173533,leaf,stem_explant_regenerated
SRR8325701,WGS,300,2828097600,PRJNA510212,SAMN10600214,Plant,846306604,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137481,USA,North America,USA,Illumina NovaSeq 6000,stem_explant_regen_21,KFRAG_01474,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,PSK_21,SRP173533,leaf,stem_explant_regenerated
SRR8325702,WGS,300,2700307200,PRJNA510212,SAMN10600211,Plant,797154024,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137480,USA,North America,USA,Illumina NovaSeq 6000,stem_explant_regen_18,KFRAG_01471,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,PSK_18,SRP173533,leaf,stem_explant_regenerated
SRR8325703,WGS,300,1952407800,PRJNA510212,SAMN10600212,Plant,584060984,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137479,USA,North America,USA,Illumina NovaSeq 6000,stem_explant_regen_19,KFRAG_01472,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,PSK_19,SRP173533,leaf,stem_explant_regenerated
SRR8325704,WGS,300,2774319000,PRJNA510212,SAMN10600209,Plant,823402603,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137478,USA,North America,USA,Illumina NovaSeq 6000,stem_explant_regen_16,KFRAG_01469,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,PSK_16,SRP173533,leaf,stem_explant_regenerated
SRR8325705,WGS,300,1917304200,PRJNA510212,SAMN10600210,Plant,570508545,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137477,USA,North America,USA,Illumina NovaSeq 6000,stem_explant_regen_17,KFRAG_01470,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,PSK_17,SRP173533,leaf,stem_explant_regenerated
SRR8325706,WGS,300,3577724400,PRJNA510212,SAMN10600207,Plant,1060348301,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137476,USA,North America,USA,Illumina NovaSeq 6000,stem_explant_regen_11,KFRAG_01464,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,PSK_11,SRP173533,leaf,stem_explant_regenerated
SRR8325707,WGS,300,2657768100,PRJNA510212,SAMN10600208,Plant,795840280,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137475,USA,North America,USA,Illumina NovaSeq 6000,stem_explant_regen_12,KFRAG_01465,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,PSK_12,SRP173533,leaf,stem_explant_regenerated
SRR8325708,WGS,300,2475135300,PRJNA510212,SAMN10600227,Plant,741876643,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137474,USA,North America,USA,Illumina NovaSeq 6000,stem_explant_regen_34,KFRAG_01487,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,PSK_34,SRP173533,leaf,stem_explant_regenerated
SRR8325709,WGS,300,2015111400,PRJNA510212,SAMN10600228,Plant,611226663,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137473,USA,North America,USA,Illumina NovaSeq 6000,stem_explant_regen_35,KFRAG_01488,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,PSK_35,SRP173533,leaf,stem_explant_regenerated
SRR8325710,WGS,300,2242207200,PRJNA510212,SAMN10600229,Plant,667668936,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137472,USA,North America,USA,Illumina NovaSeq 6000,stem_explant_regen_36,KFRAG_01489,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,PSK_36,SRP173533,leaf,stem_explant_regenerated
SRR8325711,WGS,300,2460776700,PRJNA510212,SAMN10600230,Plant,740888584,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137471,USA,North America,USA,Illumina NovaSeq 6000,stem_explant_regen_37,KFRAG_01490,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,PSK_37,SRP173533,leaf,stem_explant_regenerated
SRR8325712,WGS,101,398364705,PRJNA510212,SAMN10600188,Plant,144407386,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137470,USA,North America,USA,Illumina HiSeq 4000,proto_regen_98,MFRAG_00001,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,Plant_98,SRP173533,leaf,protoplast_regenerated
SRR8325713,WGS,101,951348593,PRJNA510212,SAMN10600174,Plant,342910279,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137469,USA,North America,USA,Illumina HiSeq 4000,proto_regen_104,MFRAG_00002,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,Plant_104,SRP173533,leaf,protoplast_regenerated
SRR8325714,WGS,300,2591525400,PRJNA510212,SAMN10600215,Plant,772868179,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137468,USA,North America,USA,Illumina NovaSeq 6000,stem_explant_regen_22,KFRAG_01475,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,PSK_22,SRP173533,leaf,stem_explant_regenerated
SRR8325715,WGS,300,2798224800,PRJNA510212,SAMN10600216,Plant,824802252,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137467,USA,North America,USA,Illumina NovaSeq 6000,stem_explant_regen_23,KFRAG_01476,PAIRED,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,PSK_23,SRP173533,leaf,stem_explant_regenerated
SRR8325716,WGS,101,856838045,PRJNA510212,SAMN10600178,Plant,312823126,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137466,USA,North America,USA,Illumina HiSeq 4000,proto_regen_12,MFRAG_00005,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,Plant_12,SRP173533,leaf,protoplast_regenerated
SRR8325717,WGS,101,692704359,PRJNA510212,SAMN10600182,Plant,257656683,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137465,USA,North America,USA,Illumina HiSeq 4000,proto_regen_74,MFRAG_00036,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,Plant_74,SRP173533,leaf,protoplast_regenerated
SRR8325718,WGS,101,844407470,PRJNA510212,SAMN10600180,Plant,303635969,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137464,USA,North America,USA,Illumina HiSeq 4000,proto_regen_43,MFRAG_00006,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,Plant_43,SRP173533,leaf,protoplast_regenerated
SRR8325719,WGS,101,739068106,PRJNA510212,SAMN10600176,Plant,266691375,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137463,USA,North America,USA,Illumina HiSeq 4000,proto_regen_11,MFRAG_00037,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,Plant_11,SRP173533,leaf,protoplast_regenerated
SRR8325720,WGS,101,866896231,PRJNA510212,SAMN10600189,Plant,314314475,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137462,USA,North America,USA,Illumina HiSeq 4000,no_regen_control_1,MFRAG_00044,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,ControlDes_Plant1,SRP173533,leaf,control
SRR8325721,WGS,101,757488688,PRJNA510212,SAMN10600177,Plant,276791487,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137461,USA,North America,USA,Illumina HiSeq 4000,proto_regen_113,MFRAG_00043,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,Plant_113,SRP173533,leaf,protoplast_regenerated
SRR8325722,WGS,101,964581411,PRJNA510212,SAMN10600186,Plant,348796394,"COMAI LAB, UNIVERSITY OF CALIFORNIA, DAVIS",public,Desiree,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5137460,USA,North America,USA,Illumina HiSeq 4000,proto_regen_86,MFRAG_00042,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2019-03-13T00:00:00Z,Plant_86,SRP173533,leaf,protoplast_regenerated
